,Unnamed: 0,Customers,StoreType,CompetitionDistance,Store,Promo,Promo2SinceWeek,CompetitionOpenSinceYear,Assortment,CompetitionOpenSinceMonth,DayOfWeek,Sales
173,173,0,3,18610,521,0,48,2002,0,11,2,0
174,174,0,2,50,523,0,1,2013,2,11,2,0
175,175,0,2,1200,554,0,1,1900,2,1,2,0
176,176,0,2,3040,553,0,13,2002,0,9,2,0
177,177,0,0,4260,552,0,37,2008,0,7,2,0
178,178,0,0,2190,551,0,1,2013,2,9,2,0
179,179,0,3,50,550,0,1,2015,2,6,2,0
180,180,0,0,2330,549,0,1,1900,2,1,2,0
181,181,0,3,3760,548,0,1,2009,2,2,2,0
182,182,0,3,8990,547,0,35,2009,2,11,2,0
183,183,0,0,580,546,0,1,2005,0,1,2,0
184,184,0,0,5020,545,0,18,2006,2,5,2,0
185,185,0,0,250,544,0,13,2001,0,12,2,0
186,186,0,2,1080,543,0,1,2012,0,12,2,0
187,187,0,0,7280,542,0,1,2012,0,9,2,0
188,188,0,0,650,541,0,1,1990,2,7,2,0
189,189,0,3,810,540,0,48,1900,2,1,2,0
190,190,0,0,770,539,0,40,2013,0,5,2,0
191,191,0,0,990,538,0,1,2010,0,2,2,0
192,192,0,0,40860,524,0,1,2013,2,9,2,0
193,193,0,3,1870,525,0,1,2013,2,9,2,0
194,194,0,0,120,526,0,48,1900,0,1,2,0
195,195,0,3,5830,527,0,1,2008,2,4,2,0
196,196,0,0,20620,528,0,37,1900,2,1,2,0
197,197,0,3,12920,529,0,1,2012,2,9,2,0
198,198,0,3,7160,522,0,9,2012,2,11,2,0
199,199,532,0,18160,530,0,1,1900,2,1,2,2907
200,200,0,0,1070,532,0,1,2010,2,8,2,0
201,201,0,0,5950,533,0,1,1900,2,1,2,0
202,202,0,3,1200,534,0,45,2009,0,9,2,0
203,203,0,0,3570,535,0,1,2007,0,4,2,0
204,204,0,0,4700,536,0,31,2002,2,9,2,0
205,205,0,0,600,537,0,1,2002,0,5,2,0
206,206,0,0,4030,531,0,1,1900,2,1,2,0
207,207,0,3,2320,279,0,40,1900,2,1,2,0
208,208,0,3,2180,487,0,40,2012,2,9,2,0
209,209,0,3,3270,485,0,22,1900,2,1,2,0
210,210,0,0,120,449,0,37,2014,2,12,2,0
211,211,0,0,3970,448,0,1,2009,2,9,2,0
212,212,0,0,1510,447,0,1,2013,2,9,2,0
213,213,0,0,340,446,0,31,2000,0,10,2,0
214,214,0,0,240,445,0,1,1900,0,1,2,0
215,215,0,2,1700,444,0,1,2009,0,11,2,0
216,216,0,3,11400,443,0,1,2005,0,12,2,0
217,217,0,2,500,442,0,45,1900,0,1,2,0
218,218,0,3,2530,441,0,1,1900,0,1,2,0
219,219,0,3,3900,440,0,45,2005,0,4,2,0
220,220,0,0,1350,439,0,1,2009,0,9,2,0
221,221,0,3,1110,438,0,40,1900,2,1,2,0
222,222,0,2,430,437,0,50,1900,2,1,2,0
223,223,0,3,2300,436,0,1,1900,0,1,2,0
224,224,0,0,910,435,0,1,1900,0,1,2,0
225,225,0,0,13020,434,0,40,2003,0,8,2,0
226,226,0,0,30030,433,0,1,2010,2,11,2,0
227,227,0,2,1620,419,0,1,2009,0,9,2,0
228,228,0,3,250,420,0,27,1900,2,1,2,0
229,229,0,2,3530,421,0,35,2012,2,6,2,0
230,230,0,0,2880,422,0,1,1900,2,1,2,0
231,231,1751,1,1270,423,0,1,2014,0,5,2,9643
232,232,0,3,1250,424,0,40,1900,2,1,2,0
233,233,0,2,5780,450,0,10,1994,0,11,2,0
234,234,0,3,1460,425,0,1,1900,2,1,2,0
235,235,0,0,70,427,0,13,2005,2,7,2,0
236,236,0,3,2960,428,0,23,2014,0,12,2,0
237,237,0,3,16350,429,0,31,2005,2,7,2,0
238,238,0,3,12870,430,0,1,2008,2,10,2,0
239,239,0,3,4520,431,0,1,1900,2,1,2,0
240,240,0,0,810,432,0,1,2013,0,5,2,0
241,241,0,0,250,426,0,1,1900,0,1,2,0
242,242,0,0,2320,486,0,31,1900,0,1,2,0
243,243,0,0,2460,451,0,13,2009,0,4,2,0
244,244,0,0,75860,453,0,1,1900,2,1,2,0
245,245,0,0,14300,484,0,1,2011,2,3,2,0
246,246,0,0,2310,483,0,13,2011,2,9,2,0
247,247,0,2,2550,482,0,1,2005,0,10,2,0
248,248,0,2,7470,481,0,44,1900,2,1,2,0
249,249,0,0,300,480,0,1,2012,0,11,2,0
250,250,0,0,320,479,0,9,2005,0,12,2,0
251,251,0,3,1940,478,0,1,2012,2,3,2,0
252,252,0,3,770,477,0,35,2010,0,7,2,0
253,253,0,3,8300,476,0,1,2006,0,9,2,0
254,254,0,0,140,475,0,1,2005,0,9,2,0
255,255,0,2,14810,474,0,14,1900,0,1,2,0
256,256,0,0,50,473,0,1,1900,0,1,2,0
257,257,0,2,5030,472,0,1,2011,2,8,2,0
258,258,0,3,5300,471,0,45,1900,0,1,2,0
259,259,0,0,50,470,0,1,1900,2,1,2,0
260,260,0,2,710,469,0,1,2005,2,9,2,0
261,261,0,2,5260,468,0,1,2012,2,9,2,0
262,262,0,0,26450,454,0,1,1900,0,1,2,0
263,263,0,3,7660,455,0,1,2010,2,9,2,0
264,264,0,0,140,456,0,1,1900,2,1,2,0
265,265,0,3,13140,457,0,31,1900,2,1,2,0
266,266,0,2,3390,458,0,1,1900,0,1,2,0
267,267,0,0,250,459,0,5,2008,0,9,2,0
268,268,0,0,1850,452,0,5,2013,2,8,2,0
269,269,0,0,34050,460,0,1,2008,0,4,2,0
270,270,0,0,44320,462,0,1,2008,0,8,2,0
271,271,0,0,4160,463,0,1,1900,0,1,2,0
272,272,0,2,520,464,0,1,2009,0,3,2,0
273,273,0,3,10890,465,0,1,2005,2,4,2,0
274,274,0,0,3110,466,0,1,2003,2,3,2,0
275,275,0,0,20390,467,0,1,2008,2,4,2,0
276,276,0,3,1790,461,0,40,2013,2,7,2,0
277,277,0,3,1560,555,0,10,2014,0,1,2,0
278,278,0,0,9260,278,0,1,2010,2,2,2,0
279,279,0,0,2960,276,0,36,2014,0,10,2,0
280,280,0,3,17930,100,0,1,1900,0,1,2,0
281,281,0,2,2030,99,0,22,2003,2,11,2,0
282,282,0,3,15140,98,0,1,2006,2,12,2,0
283,283,0,3,8980,97,0,1,1900,2,1,2,0
284,284,0,0,8780,96,0,37,2005,0,2,2,0
285,285,0,0,1890,95,0,1,2014,0,10,2,0
286,286,0,3,14620,94,0,1,1900,2,1,2,0
287,287,0,0,16690,93,0,14,1900,0,1,2,0
288,288,0,2,240,92,0,45,1900,0,1,2,0
289,289,0,2,2410,91,0,35,1900,0,1,2,0
290,290,0,0,330,90,0,1,2007,0,11,2,0
291,291,0,0,2380,89,0,40,2004,0,7,2,0
292,292,0,0,10690,88,0,1,2005,0,10,2,0
293,293,0,0,560,87,0,1,2010,0,12,2,0
294,294,0,3,2440,101,0,22,1900,2,1,2,0
295,295,0,0,480,86,0,31,2005,0,2,2,0
296,296,0,0,11810,84,0,1,2014,2,8,2,0
297,297,0,0,2710,83,0,1,1900,0,1,2,0
298,298,0,0,22390,82,0,37,2008,0,4,2,0
299,299,0,0,2370,81,0,40,2011,0,3,2,0
300,300,0,3,7910,80,0,1,1900,0,1,2,0
301,301,0,0,3320,79,0,1,1900,0,1,2,0
302,302,0,0,3510,78,0,5,2006,0,11,2,0
303,303,0,3,1090,77,0,10,2009,2,8,2,0
304,304,0,3,19960,76,0,1,2006,2,3,2,0
305,305,0,3,22440,75,0,1,2013,2,12,2,0
306,306,0,0,330,74,0,1,1900,0,1,2,0
307,307,0,0,1650,73,0,1,2008,2,9,2,0
308,308,0,0,2200,72,0,13,2009,0,12,2,0
309,309,0,0,17500,71,0,37,2008,0,8,2,0
310,310,619,1,1870,85,0,1,2011,0,10,2,4220
311,311,0,0,150,102,0,10,2007,0,12,2,0
312,312,0,3,5210,103,0,1,2015,2,5,2,0
313,313,0,0,390,104,0,1,2009,0,6,2,0
314,314,0,3,5190,135,0,1,1900,0,1,2,0
315,315,0,0,1200,134,0,1,2008,0,9,2,0
316,316,0,0,270,133,0,10,2013,0,8,2,0
317,317,0,3,1040,132,0,27,1900,2,1,2,0
318,318,0,2,920,131,0,1,2015,0,7,2,0
319,319,0,2,900,130,0,13,1900,0,1,2,0
320,320,0,0,2460,129,0,14,1900,0,1,2,0
321,321,0,3,2000,128,0,1,1900,2,1,2,0
322,322,0,3,1350,127,0,13,2005,0,12,2,0
323,323,0,3,3370,126,0,18,2014,0,10,2,0
324,324,0,0,760,125,0,1,2005,0,12,2,0
325,325,0,0,1410,124,0,1,2003,0,4,2,0
326,326,0,0,16760,123,0,1,2011,0,9,2,0
327,327,0,0,58260,122,0,1,2013,2,4,2,0
328,328,0,0,3570,121,0,36,2009,0,11,2,0
329,329,0,3,2290,120,0,37,2014,0,12,2,0
330,330,0,0,2100,119,0,1,2010,2,2,2,0
331,331,0,0,6190,105,0,23,1900,2,1,2,0
332,332,0,0,1390,106,0,1,2013,0,8,2,0
333,333,0,0,1930,107,0,1,2009,0,9,2,0
334,334,0,3,2190,108,0,1,2003,2,9,2,0
335,335,0,0,3300,109,0,1,2010,2,11,2,0
336,336,0,0,46590,110,0,1,2013,2,4,2,0
337,337,0,2,4840,70,0,1,1900,2,1,2,0
338,338,0,3,7890,111,0,37,1900,2,1,2,0
339,339,0,3,20930,113,0,1,1999,2,11,2,0
340,340,0,2,4510,114,0,48,1900,0,1,2,0
341,341,0,3,5740,115,0,40,2007,2,4,2,0
342,342,0,0,680,116,0,1,2013,0,4,2,0
343,343,0,0,3450,117,0,1,2011,0,9,2,0
344,344,0,3,3580,118,0,1,2012,2,9,2,0
345,345,0,0,1630,112,0,1,2009,0,9,2,0
346,346,0,2,1130,69,0,40,1900,2,1,2,0
347,347,0,0,250,68,0,35,1900,2,1,2,0
348,348,0,0,410,67,0,1,2006,2,2,2,0
349,349,0,3,9800,31,0,1,2012,2,7,2,0
350,350,0,0,40,30,0,10,2014,0,2,2,0
351,351,0,3,2170,29,0,1,1900,2,1,2,0
352,352,0,0,1200,28,0,6,2014,0,10,2,0
353,353,0,0,60,27,0,5,2005,0,1,2,0
354,354,0,3,2300,26,0,1,1900,0,1,2,0
355,355,0,2,430,25,0,1,2003,0,4,2,0
356,356,0,0,4590,24,0,40,2000,2,3,2,0
357,357,0,3,4060,23,0,1,2005,0,8,2,0
358,358,0,0,1040,22,0,22,1900,0,1,2,0
359,359,0,2,550,21,0,45,1999,2,10,2,0
360,360,0,3,2340,20,0,40,2009,0,5,2,0
361,361,0,0,3240,19,0,22,1900,2,1,2,0
362,362,0,3,13840,18,0,14,2010,2,6,2,0
363,363,0,0,50,17,0,26,2005,0,12,2,0
364,364,0,0,3270,16,0,1,1900,2,1,2,0
365,365,0,3,4110,15,0,14,2010,2,3,2,0
366,366,0,2,1270,1,0,1,2008,0,9,2,0
367,367,0,0,570,2,0,13,2007,0,11,2,0
368,368,0,0,14130,3,0,14,2006,0,12,2,0
369,369,0,2,620,4,0,1,2009,2,9,2,0
370,370,0,0,29910,5,0,1,2015,0,4,2,0
371,371,0,0,310,6,0,1,2013,0,12,2,0
372,372,0,0,2910,32,0,45,1900,0,1,2,0
373,373,0,0,24000,7,0,1,2013,2,4,2,0
374,374,0,0,2030,9,0,1,2000,2,8,2,0
375,375,0,0,3160,10,0,1,2009,0,9,2,0
376,376,0,0,960,11,0,1,2011,2,11,2,0
377,377,0,0,1070,12,0,13,1900,2,1,2,0
378,378,0,3,310,13,0,45,1900,0,1,2,0
379,379,0,0,1300,14,0,40,2014,0,3,2,0
380,380,0,0,7520,8,0,1,2014,0,10,2,0
381,381,0,0,2200,136,0,22,2010,2,12,2,0
382,382,0,0,1320,33,0,1,2013,2,5,2,0
383,383,0,3,7660,35,0,1,2000,2,10,2,0
384,384,0,3,7660,66,0,37,1900,0,1,2,0
385,385,0,0,13840,65,0,1,2010,2,5,2,0
386,386,0,3,22560,64,0,14,1900,2,1,2,0
387,387,0,2,3700,63,0,18,2010,2,6,2,0
388,388,0,0,2050,62,0,1,1900,0,1,2,0
389,389,0,0,350,61,0,1,2007,2,12,2,0
390,390,0,3,5540,60,0,1,2009,2,10,2,0
391,391,0,0,2840,59,0,14,2007,2,6,2,0
392,392,0,0,7340,58,0,27,2008,2,5,2,0
393,393,0,3,420,57,0,1,2014,2,6,2,0
394,394,0,3,6620,56,0,10,2012,2,3,2,0
395,395,0,0,720,55,0,1,2004,0,11,2,0
396,396,0,3,7170,54,0,5,2014,2,8,2,0
397,397,0,0,30360,53,0,1,2013,2,9,2,0
398,398,0,3,450,52,0,39,2014,2,4,2,0
399,399,0,0,10570,51,0,9,2013,2,7,2,0
400,400,0,3,6260,50,0,1,2009,0,11,2,0
401,401,0,0,540,36,0,40,2003,2,6,2,0
402,402,0,2,4230,37,0,1,2014,0,12,2,0
403,403,0,3,1090,38,0,1,2007,0,4,2,0
404,404,0,0,260,39,0,31,2006,0,10,2,0
405,405,0,0,180,40,0,45,1900,0,1,2,0
406,406,0,3,1180,41,0,31,1900,2,1,2,0
407,407,0,2,2240,34,0,1,2009,0,9,2,0
408,408,0,0,290,42,0,40,1900,2,1,2,0
409,409,0,0,540,44,0,1,2011,0,6,2,0
410,410,0,3,9710,45,0,1,2014,0,2,2,0
411,411,0,2,1200,46,0,14,2005,0,9,2,0
412,412,0,0,270,47,0,14,2013,2,4,2,0
413,413,0,0,1060,48,0,1,2012,0,5,2,0
414,414,0,3,18010,49,0,1,2007,2,9,2,0
415,415,0,3,4880,43,0,37,1900,0,1,2,0
416,416,0,0,1730,137,0,40,2015,0,7,2,0
417,417,0,0,25360,138,0,1,2014,2,10,2,0
418,418,0,0,1700,139,0,14,2008,0,1,2,0
419,419,0,0,1110,240,0,1,2009,0,5,2,0
420,420,0,3,610,239,0,1,1900,2,1,2,0
421,421,0,0,320,238,0,45,1900,0,1,2,0
422,422,0,0,1420,237,0,1,2007,0,11,2,0
423,423,0,0,1000,236,0,1,2007,0,11,2,0
424,424,0,0,5710,235,0,37,2012,0,3,2,0
425,425,0,3,4370,234,0,1,1900,0,1,2,0
426,426,0,0,1890,233,0,1,1900,0,1,2,0
427,427,0,2,13570,232,0,10,2010,2,5,2,0
428,428,0,3,3840,231,0,39,2008,2,10,2,0
429,429,0,3,6680,230,0,1,2013,2,9,2,0
430,430,0,3,17410,229,0,14,2007,2,4,2,0
431,431,0,3,10800,228,0,18,1900,2,1,2,0
432,432,0,0,2370,227,0,1,1900,0,1,2,0
433,433,0,0,450,226,0,1,1900,0,1,2,0
434,434,0,3,10180,225,0,1,2015,0,5,2,0
435,435,0,3,7930,224,0,1,1900,2,1,2,0
436,436,0,3,970,210,0,5,1999,0,11,2,0
437,437,0,0,350,211,0,1,2006,2,11,2,0
438,438,0,0,15050,212,0,1,2008,2,9,2,0
439,439,0,3,4030,213,0,1,2014,2,3,2,0
440,440,0,3,8650,214,0,10,2013,0,7,2,0
441,441,0,3,150,215,0,45,1900,0,1,2,0
442,442,0,3,780,241,0,1,1900,2,1,2,0
443,443,0,2,190,216,0,45,1900,0,1,2,0
444,444,0,0,640,218,0,9,1900,2,1,2,0
445,445,0,0,1640,219,0,1,2013,0,2,2,0
446,446,0,0,1000,220,0,1,2008,0,9,2,0
447,447,0,3,13530,221,0,1,2013,2,9,2,0
448,448,0,0,2170,222,0,1,2008,0,11,2,0
449,449,0,3,2920,223,0,27,1995,2,10,2,0
450,450,0,2,3150,217,0,1,1900,0,1,2,0
451,451,0,0,11680,209,0,31,2011,2,9,2,0
452,452,0,3,6880,242,0,14,2001,0,9,2,0
453,453,0,3,710,244,0,1,2012,0,3,2,0
454,454,0,3,300,275,0,40,2014,0,5,2,0
455,455,729,1,3640,274,0,10,1900,1,1,2,3102
456,456,0,0,8480,273,0,1,1900,2,1,2,0
457,457,0,0,16180,272,0,14,2003,0,7,2,0
458,458,0,0,420,271,0,14,1900,0,1,2,0
459,459,0,0,1450,270,0,1,2014,0,7,2,0
460,460,0,0,60,269,0,1,2015,2,6,2,0
461,461,0,0,4520,268,0,1,2014,0,2,2,0
462,462,0,2,2460,267,0,1,2012,0,1,2,0
463,463,0,0,360,266,0,9,2014,2,3,2,0
464,464,0,0,4580,265,0,14,1900,0,1,2,0
465,465,0,0,180,264,0,1,2014,0,3,2,0
466,466,0,0,1140,263,0,40,2013,2,5,2,0
467,467,2875,1,1180,262,0,1,2013,0,5,2,17267
468,468,0,3,15340,261,0,39,2015,2,4,2,0
469,469,0,0,540,260,0,1,2011,0,10,2,0
470,470,1444,1,210,259,0,1,1900,1,1,2,6851
471,471,0,0,1310,245,0,1,1900,2,1,2,0
472,472,0,2,4660,246,0,1,2013,0,4,2,0
473,473,0,3,70,247,0,5,2010,2,11,2,0
474,474,0,0,340,248,0,40,2012,2,9,2,0
475,475,0,3,18010,249,0,1,2014,2,9,2,0
476,476,0,3,3520,250,0,18,1900,0,1,2,0
477,477,0,0,310,243,0,5,1900,0,1,2,0
478,478,0,0,340,251,0,1,1900,2,1,2,0
479,479,0,0,250,253,0,5,1900,2,1,2,0
480,480,0,3,330,254,0,1,2008,0,3,2,0
481,481,0,2,4630,255,0,35,2011,2,3,2,0
482,482,0,0,80,256,0,10,2005,2,9,2,0
483,483,0,0,420,257,0,1,2012,0,12,2,0
484,484,0,0,27190,258,0,37,2010,0,7,2,0
485,485,0,3,22330,252,0,5,1900,2,1,2,0
486,486,0,3,7840,277,0,31,1900,2,1,2,0
487,487,0,2,300,208,0,1,2006,0,4,2,0
488,488,0,0,380,206,0,14,1900,2,1,2,0
489,489,0,0,1070,170,0,14,2015,0,5,2,0
490,490,0,3,980,169,0,18,2014,0,7,2,0
491,491,0,0,12540,168,0,1,1900,0,1,2,0
492,492,0,0,140,167,0,1,2008,0,4,2,0
493,493,0,0,100,166,0,31,2014,2,4,2,0
494,494,0,0,3720,165,0,13,2005,0,4,2,0
495,495,0,0,1160,164,0,13,2005,0,9,2,0
496,496,0,0,1480,163,0,1,2009,0,4,2,0
